Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Med CSP (Não Programadas e >= 65)
2018-02-21;ARS Lisboa e Vale do Tejo;33608.0;13663.0;19945.0;5367.0
2018-02-22;ARS Norte;52159.0;25665.0;26494.0;9288.0
2018-02-22;ARS Centro;22355.0;12012.0;10343.0;5018.0
2018-02-23;ARS Centro;17179.0;10069.0;7110.0;4025.0
2018-02-24;ARS Centro;2500.0;2390.0;110.0;705.0
2018-02-25;ARS Norte;2982.0;2982.0;0.0;484.0
2018-02-26;ARS Algarve;5243.0;2514.0;2729.0;982.0
2018-02-27;ARS Norte;55686.0;26640.0;29046.0;9289.0
2018-02-28;ARS Alentejo;8322.0;4417.0;3905.0;1843.0
2018-03-04;ARS Centro;2121.0;2121.0;0.0;555.0
2018-03-07;ARS Norte;52947.0;27038.0;25909.0;9932.0
2018-03-09;ARS Centro;17983.0;10402.0;7581.0;4244.0
2018-03-09;ARS Alentejo;6366.0;3327.0;3039.0;1369.0
2018-03-10;ARS Centro;2196.0;2047.0;149.0;599.0
2018-03-10;ARS Alentejo;961.0;920.0;41.0;280.0
2018-03-10;ARS Algarve;344.0;312.0;32.0;77.0
2018-03-12;ARS Alentejo;8995.0;5250.0;3745.0;2388.0
2018-03-12;ARS Algarve;4948.0;2420.0;2528.0;965.0
2018-03-14;ARS Norte;48952.0;23929.0;25023.0;8442.0
2018-03-14;ARS Alentejo;7443.0;3906.0;3537.0;1712.0
2018-03-16;ARS Centro;18246.0;10626.0;7620.0;4367.0
2018-03-18;ARS Alentejo;748.0;703.0;45.0;183.0
2018-03-20;ARS Alentejo;8790.0;4448.0;4342.0;2037.0
2018-03-21;ARS Alentejo;7991.0;4273.0;3718.0;2016.0
2018-03-22;ARS Lisboa e Vale do Tejo;29909.0;11521.0;18388.0;4534.0
2018-03-22;ARS Alentejo;7607.0;3738.0;3869.0;1718.0
2018-03-22;ARS Algarve;4483.0;2086.0;2397.0;864.0
2018-03-23;ARS Centro;17833.0;10115.0;7718.0;4203.0
2018-03-23;ARS Alentejo;6328.0;3259.0;3069.0;1418.0
2018-03-24;ARS Alentejo;892.0;817.0;75.0;258.0
2018-03-25;ARS Centro;1784.0;1784.0;0.0;508.0
2018-03-25;ARS Lisboa e Vale do Tejo;1311.0;1311.0;0.0;308.0
2018-03-26;ARS Alentejo;7796.0;4297.0;3499.0;1991.0
2018-03-26;ARS Algarve;4940.0;2487.0;2453.0;1019.0
2018-03-27;ARS Alentejo;8143.0;4079.0;4064.0;1797.0
2018-03-29;ARS Algarve;3929.0;1800.0;2129.0;750.0
2018-03-30;ARS Norte;2232.0;2231.0;1.0;433.0
2018-03-31;ARS Alentejo;844.0;787.0;57.0;228.0
2018-03-31;ARS Algarve;310.0;273.0;37.0;65.0
2018-04-01;ARS Norte;1554.0;1554.0;0.0;288.0
2018-04-02;ARS Norte;43414.0;23438.0;19976.0;7415.0
2018-04-02;ARS Centro;20098.0;11494.0;8604.0;4384.0
2018-04-05;ARS Algarve;4353.0;2090.0;2263.0;876.0
2018-04-08;ARS Norte;2207.0;2207.0;0.0;412.0
2018-04-08;ARS Lisboa e Vale do Tejo;1273.0;1273.0;0.0;291.0
2018-04-08;ARS Algarve;228.0;224.0;4.0;46.0
2018-04-10;ARS Centro;25337.0;13803.0;11534.0;6041.0
2018-04-11;ARS Centro;23149.0;12439.0;10710.0;5525.0
2018-04-11;ARS Lisboa e Vale do Tejo;32344.0;12823.0;19521.0;5164.0
2018-04-12;ARS Norte;52108.0;25330.0;26778.0;9535.0
2018-04-12;ARS Algarve;4391.0;2069.0;2322.0;830.0
2018-04-14;ARS Norte;2593.0;2471.0;122.0;530.0
2018-04-14;ARS Alentejo;871.0;790.0;81.0;283.0
2018-04-17;ARS Centro;25072.0;13157.0;11915.0;5642.0
2018-04-17;ARS Lisboa e Vale do Tejo;34489.0;13523.0;20966.0;5563.0
2018-04-17;ARS Alentejo;8594.0;4359.0;4235.0;2007.0
2018-04-19;ARS Centro;18902.0;10431.0;8471.0;4500.0
2018-04-19;ARS Alentejo;6352.0;3378.0;2974.0;1475.0
2018-04-20;ARS Norte;37348.0;19839.0;17509.0;7207.0
2018-04-21;ARS Centro;2109.0;2013.0;96.0;641.0
2018-04-22;ARS Centro;1841.0;1841.0;0.0;532.0
2018-04-23;ARS Norte;61597.0;33858.0;27739.0;12860.0
2018-04-23;ARS Alentejo;8773.0;4766.0;4007.0;2171.0
2018-04-24;ARS Alentejo;8474.0;4195.0;4279.0;1903.0
2018-04-25;ARS Alentejo;811.0;745.0;66.0;259.0
2018-04-28;ARS Lisboa e Vale do Tejo;1909.0;1876.0;33.0;430.0
2018-04-28;ARS Algarve;311.0;239.0;72.0;63.0
2018-04-29;ARS Alentejo;768.0;680.0;88.0;179.0
2018-04-30;ARS Norte;54311.0;31065.0;23246.0;11365.0
2018-04-30;ARS Centro;21520.0;12850.0;8670.0;5346.0
2018-04-30;ARS Algarve;4644.0;2427.0;2217.0;952.0
2018-05-01;ARS Centro;1740.0;1739.0;1.0;468.0
2018-05-02;ARS Alentejo;8585.0;5242.0;3343.0;2420.0
2018-05-04;ARS Algarve;4434.0;2164.0;2270.0;897.0
2018-05-07;ARS Centro;28523.0;16322.0;12201.0;7002.0
2018-05-08;ARS Lisboa e Vale do Tejo;20430.0;8737.0;11693.0;3524.0
2018-05-08;ARS Algarve;3038.0;1484.0;1554.0;594.0
2018-05-09;ARS Norte;33052.0;17348.0;15704.0;6522.0
2018-05-11;ARS Lisboa e Vale do Tejo;32426.0;14570.0;17856.0;5951.0
2018-05-11;ARS Alentejo;7060.0;3871.0;3189.0;1748.0
2018-05-12;ARS Norte;2511.0;2404.0;107.0;468.0
2018-05-14;ARS Norte;69000.0;37942.0;31058.0;14555.0
2018-05-14;ARS Alentejo;9108.0;5075.0;4033.0;2245.0
2018-05-17;ARS Norte;54582.0;26718.0;27864.0;9812.0
2018-05-17;ARS Centro;23712.0;12641.0;11071.0;5436.0
2018-05-18;ARS Alentejo;6597.0;3409.0;3188.0;1443.0
2018-05-18;ARS Algarve;4045.0;1861.0;2184.0;698.0
2018-05-22;ARS Centro;23725.0;12958.0;10767.0;5657.0
2018-05-22;ARS Alentejo;8893.0;4566.0;4327.0;1996.0
2018-05-23;ARS Lisboa e Vale do Tejo;32283.0;13011.0;19272.0;5084.0
2018-05-24;ARS Centro;22103.0;11755.0;10348.0;5059.0
2018-05-25;ARS Lisboa e Vale do Tejo;25560.0;10703.0;14857.0;4150.0
2018-05-25;ARS Alentejo;6381.0;3343.0;3038.0;1457.0
2018-05-25;ARS Algarve;3760.0;1766.0;1994.0;682.0
2018-05-27;ARS Norte;2259.0;2259.0;0.0;394.0
2018-05-27;ARS Lisboa e Vale do Tejo;1345.0;1345.0;0.0;287.0
2018-05-27;ARS Alentejo;781.0;690.0;91.0;162.0
2018-05-27;ARS Algarve;267.0;228.0;39.0;44.0
2018-05-28;ARS Norte;62331.0;33445.0;28886.0;12782.0
2018-05-30;ARS Lisboa e Vale do Tejo;30700.0;12186.0;18514.0;4824.0
2018-06-01;ARS Norte;39749.0;23292.0;16457.0;8210.0
2018-06-02;ARS Alentejo;758.0;691.0;67.0;184.0
2018-06-03;ARS Alentejo;724.0;667.0;57.0;172.0
2018-06-05;ARS Norte;57586.0;30094.0;27492.0;11631.0
2018-06-05;ARS Centro;25329.0;13879.0;11450.0;6120.0
2018-06-06;ARS Norte;53140.0;27507.0;25633.0;10294.0
2018-06-06;ARS Algarve;5090.0;2357.0;2733.0;961.0
2018-06-07;ARS Lisboa e Vale do Tejo;29703.0;11381.0;18322.0;4449.0
2018-06-08;ARS Norte;41315.0;21978.0;19337.0;8130.0
2018-06-09;ARS Alentejo;850.0;753.0;97.0;238.0
2018-06-11;ARS Algarve;5080.0;2456.0;2624.0;990.0
2018-06-12;ARS Alentejo;8716.0;4554.0;4162.0;2114.0
2018-06-12;ARS Algarve;4922.0;2250.0;2672.0;968.0
2018-06-14;ARS Norte;49764.0;24398.0;25366.0;9106.0
2018-06-16;ARS Centro;2089.0;1989.0;100.0;595.0
2018-06-18;ARS Alentejo;8118.0;4447.0;3671.0;2020.0
2018-06-19;ARS Lisboa e Vale do Tejo;32541.0;12894.0;19647.0;5336.0
2018-06-19;ARS Alentejo;7930.0;3946.0;3984.0;1738.0
2018-06-20;ARS Norte;48378.0;23920.0;24458.0;8910.0
2018-06-20;ARS Lisboa e Vale do Tejo;29513.0;11507.0;18006.0;4553.0
2018-06-20;ARS Algarve;4594.0;2062.0;2532.0;807.0
2018-06-21;ARS Alentejo;7339.0;3690.0;3649.0;1670.0
2018-06-22;ARS Algarve;3911.0;1679.0;2232.0;663.0
2018-06-23;ARS Centro;2090.0;1954.0;136.0;584.0
2018-06-23;ARS Lisboa e Vale do Tejo;1755.0;1722.0;33.0;423.0
2018-06-25;ARS Norte;56103.0;29824.0;26279.0;11186.0
2018-06-25;ARS Centro;24494.0;14005.0;10489.0;6051.0
2018-06-25;ARS Algarve;5169.0;2332.0;2837.0;956.0
2018-06-26;ARS Centro;23627.0;12947.0;10680.0;5645.0
2018-06-26;ARS Lisboa e Vale do Tejo;32163.0;13199.0;18964.0;5428.0
2018-06-27;ARS Alentejo;7378.0;3881.0;3497.0;1852.0
2018-06-27;ARS Algarve;4473.0;1960.0;2513.0;748.0
2018-06-28;ARS Centro;19671.0;10694.0;8977.0;4508.0
2018-06-28;ARS Lisboa e Vale do Tejo;27851.0;10798.0;17053.0;4280.0
2018-07-01;ARS Alentejo;684.0;663.0;21.0;166.0
2018-07-01;ARS Algarve;307.0;265.0;42.0;55.0
2018-07-06;ARS Centro;16535.0;9627.0;6908.0;4069.0
2018-07-06;ARS Lisboa e Vale do Tejo;24319.0;10010.0;14309.0;3974.0
2018-07-07;ARS Norte;2442.0;2325.0;117.0;529.0
2018-07-08;ARS Norte;2083.0;2083.0;0.0;385.0
2018-07-08;ARS Centro;1692.0;1692.0;0.0;477.0
2018-07-08;ARS Alentejo;717.0;689.0;28.0;183.0
2018-07-10;ARS Norte;53010.0;27159.0;25851.0;10614.0
2018-07-10;ARS Lisboa e Vale do Tejo;31712.0;12877.0;18835.0;5262.0
2018-07-11;ARS Algarve;4353.0;2044.0;2309.0;816.0
2018-07-14;ARS Lisboa e Vale do Tejo;1829.0;1804.0;25.0;446.0
2018-07-15;ARS Norte;2232.0;2232.0;0.0;378.0
2018-07-16;ARS Centro;23116.0;13833.0;9283.0;5948.0
2018-07-16;ARS Lisboa e Vale do Tejo;32468.0;13723.0;18745.0;5619.0
2018-07-17;ARS Lisboa e Vale do Tejo;30858.0;12488.0;18370.0;5179.0
2018-07-17;ARS Alentejo;7545.0;3890.0;3655.0;1836.0
2018-07-18;ARS Centro;20784.0;11674.0;9110.0;5109.0
2018-07-18;ARS Lisboa e Vale do Tejo;28530.0;11369.0;17161.0;4682.0
2018-07-21;ARS Norte;2529.0;2419.0;110.0;501.0
2018-07-21;ARS Lisboa e Vale do Tejo;1801.0;1766.0;35.0;441.0
2018-07-22;ARS Centro;1692.0;1692.0;0.0;434.0
2018-07-24;ARS Norte;50701.0;26212.0;24489.0;9975.0
2018-07-25;ARS Lisboa e Vale do Tejo;27686.0;11143.0;16543.0;4484.0
2018-07-26;ARS Centro;20679.0;11345.0;9334.0;4977.0
2018-07-26;ARS Algarve;4232.0;1995.0;2237.0;804.0
2018-07-27;ARS Norte;37878.0;20001.0;17877.0;7407.0
2018-07-28;ARS Algarve;394.0;339.0;55.0;74.0
2018-07-29;ARS Norte;2103.0;2103.0;0.0;382.0
2018-07-29;ARS Lisboa e Vale do Tejo;1167.0;1167.0;0.0;261.0
2018-07-31;ARS Alentejo;7227.0;3917.0;3310.0;1817.0
2018-08-01;ARS Norte;45152.0;23606.0;21546.0;8884.0
2018-08-01;ARS Algarve;4030.0;1925.0;2105.0;749.0
2018-08-02;ARS Norte;42134.0;21035.0;21099.0;7695.0
2018-08-02;ARS Centro;18987.0;10346.0;8641.0;4355.0
2018-08-03;ARS Lisboa e Vale do Tejo;21101.0;8797.0;12304.0;3394.0
2018-08-03;ARS Algarve;3401.0;1730.0;1671.0;676.0
2018-08-05;ARS Lisboa e Vale do Tejo;1064.0;1064.0;0.0;223.0
2018-08-05;ARS Alentejo;780.0;757.0;23.0;195.0
2018-08-07;ARS Algarve;4173.0;2067.0;2106.0;817.0
2018-08-08;ARS Alentejo;6354.0;3550.0;2804.0;1641.0
2018-08-09;ARS Norte;43988.0;22697.0;21291.0;8620.0
2018-08-09;ARS Algarve;4006.0;1927.0;2079.0;788.0
2018-08-10;ARS Norte;36964.0;19991.0;16973.0;7525.0
2018-08-12;ARS Centro;1845.0;1845.0;0.0;499.0
2018-08-13;ARS Norte;49229.0;28074.0;21155.0;10864.0
2018-08-14;ARS Algarve;3931.0;1974.0;1957.0;865.0
2018-08-16;ARS Norte;43858.0;24841.0;19017.0;9564.0
2018-08-16;ARS Centro;18786.0;11638.0;7148.0;5020.0
2018-08-16;ARS Lisboa e Vale do Tejo;24955.0;11226.0;13729.0;4515.0
2018-08-16;ARS Alentejo;6092.0;3647.0;2445.0;1795.0
2018-08-17;ARS Centro;15221.0;9718.0;5503.0;4092.0
2018-08-23;ARS Algarve;4367.0;2187.0;2180.0;921.0
2018-08-25;ARS Lisboa e Vale do Tejo;1747.0;1721.0;26.0;420.0
2018-08-27;ARS Centro;21943.0;13147.0;8796.0;5776.0
2018-08-28;ARS Norte;48935.0;26428.0;22507.0;10157.0
2018-08-30;ARS Norte;42836.0;22202.0;20634.0;8213.0
2018-08-30;ARS Lisboa e Vale do Tejo;25792.0;10116.0;15676.0;3932.0
2018-08-31;ARS Norte;36156.0;19397.0;16759.0;6852.0
2018-09-04;ARS Alentejo;7505.0;4029.0;3476.0;1917.0
2018-09-06;ARS Algarve;4024.0;1952.0;2072.0;835.0
2018-09-07;ARS Lisboa e Vale do Tejo;22992.0;10046.0;12946.0;3957.0
2018-09-07;ARS Alentejo;5595.0;3043.0;2552.0;1404.0
2018-09-08;ARS Norte;2335.0;2221.0;114.0;485.0
2018-09-08;ARS Alentejo;799.0;693.0;106.0;238.0
2018-09-09;ARS Centro;1608.0;1608.0;0.0;477.0
2018-09-10;ARS Norte;56974.0;31511.0;25463.0;12073.0
2018-09-10;ARS Alentejo;7056.0;3941.0;3115.0;1787.0
2018-09-11;ARS Norte;52097.0;27152.0;24945.0;10482.0
2018-09-11;ARS Alentejo;7851.0;4232.0;3619.0;1960.0
2018-09-12;ARS Centro;22280.0;12583.0;9697.0;5498.0
2018-09-15;ARS Centro;1956.0;1817.0;139.0;491.0
2018-09-16;ARS Centro;1628.0;1628.0;0.0;409.0
2018-09-16;ARS Lisboa e Vale do Tejo;1181.0;1181.0;0.0;255.0
2018-09-17;ARS Lisboa e Vale do Tejo;34210.0;14770.0;19440.0;5975.0
2018-09-17;ARS Algarve;4910.0;2445.0;2465.0;1012.0
2018-09-19;ARS Lisboa e Vale do Tejo;31022.0;12308.0;18714.0;4896.0
2018-09-20;ARS Alentejo;7455.0;3810.0;3645.0;1735.0
2018-09-23;ARS Norte;2182.0;2180.0;2.0;358.0
2018-09-23;ARS Lisboa e Vale do Tejo;1247.0;1247.0;0.0;251.0
2018-09-23;ARS Alentejo;684.0;631.0;53.0;165.0
2018-09-24;ARS Algarve;5357.0;2537.0;2820.0;978.0
2018-09-26;ARS Lisboa e Vale do Tejo;32039.0;12726.0;19313.0;4845.0
2018-09-27;ARS Centro;22722.0;11839.0;10883.0;4957.0
2018-09-28;ARS Lisboa e Vale do Tejo;24905.0;10547.0;14358.0;3949.0
2018-09-28;ARS Alentejo;5587.0;2888.0;2699.0;1185.0
2018-09-29;ARS Centro;2042.0;1919.0;123.0;517.0
2018-09-30;ARS Centro;1785.0;1785.0;0.0;458.0
2018-10-01;ARS Alentejo;8157.0;4524.0;3633.0;1966.0
2018-10-03;ARS Alentejo;7088.0;3871.0;3217.0;1700.0
2018-10-04;ARS Algarve;4426.0;2075.0;2351.0;860.0
2018-10-05;ARS Lisboa e Vale do Tejo;1200.0;1200.0;0.0;221.0
2018-10-05;ARS Alentejo;881.0;826.0;55.0;270.0
2018-10-08;ARS Norte;60172.0;33994.0;26178.0;12692.0
2018-10-08;ARS Alentejo;8808.0;5102.0;3706.0;2232.0
2018-10-10;ARS Alentejo;8326.0;4522.0;3804.0;2089.0
2018-10-11;ARS Norte;50563.0;25724.0;24839.0;9367.0
2018-10-12;ARS Norte;41253.0;22162.0;19091.0;7876.0
2018-10-12;ARS Lisboa e Vale do Tejo;27177.0;11637.0;15540.0;4484.0
2018-10-12;ARS Algarve;4458.0;2104.0;2354.0;844.0
2018-10-14;ARS Centro;1310.0;1310.0;0.0;332.0
2018-10-17;ARS Algarve;5071.0;2357.0;2714.0;948.0
2018-10-18;ARS Alentejo;7606.0;3792.0;3814.0;1692.0
2018-10-18;ARS Algarve;4884.0;2288.0;2596.0;926.0
2018-10-19;ARS Norte;44104.0;23211.0;20893.0;8281.0
2018-10-19;ARS Alentejo;6329.0;3274.0;3055.0;1376.0
2018-10-20;ARS Algarve;347.0;293.0;54.0;61.0
2018-10-21;ARS Alentejo;790.0;719.0;71.0;179.0
2018-10-23;ARS Alentejo;8725.0;4585.0;4140.0;2074.0
2018-10-25;ARS Norte;55141.0;26712.0;28429.0;9697.0
2018-10-25;ARS Centro;24246.0;12971.0;11275.0;5643.0
2018-10-25;ARS Alentejo;7561.0;4089.0;3472.0;1868.0
2018-10-26;ARS Lisboa e Vale do Tejo;13649.0;5498.0;8151.0;2170.0
2018-10-27;ARS Algarve;347.0;274.0;73.0;54.0
2018-10-30;ARS Centro;23767.0;12636.0;11131.0;5320.0
2018-10-31;ARS Norte;48478.0;23383.0;25095.0;8427.0
2018-11-01;ARS Algarve;253.0;218.0;35.0;52.0
2018-11-02;ARS Alentejo;5128.0;3059.0;2069.0;1259.0
2018-11-03;ARS Lisboa e Vale do Tejo;1950.0;1925.0;25.0;439.0
2018-11-05;ARS Algarve;5767.0;2849.0;2918.0;1186.0
2018-11-07;ARS Algarve;4877.0;2243.0;2634.0;873.0
2018-11-08;ARS Centro;23783.0;12574.0;11209.0;5363.0
2018-11-08;ARS Algarve;5098.0;2420.0;2678.0;958.0
2018-11-09;ARS Norte;42500.0;22529.0;19971.0;8225.0
2018-11-09;ARS Centro;17727.0;10108.0;7619.0;4212.0
2018-11-12;ARS Centro;27216.0;15550.0;11666.0;6806.0
2018-11-12;ARS Lisboa e Vale do Tejo;38191.0;16380.0;21811.0;6353.0
2018-11-14;ARS Centro;23939.0;12877.0;11062.0;5543.0
2018-11-14;ARS Algarve;5299.0;2353.0;2946.0;960.0
2018-11-15;ARS Algarve;4526.0;2082.0;2444.0;878.0
2018-11-17;ARS Centro;2102.0;1944.0;158.0;535.0
2018-11-17;ARS Algarve;290.0;229.0;61.0;57.0
2018-11-18;ARS Norte;2363.0;2363.0;0.0;414.0
2018-11-18;ARS Lisboa e Vale do Tejo;1327.0;1327.0;0.0;248.0
2018-11-18;ARS Alentejo;738.0;661.0;77.0;181.0
2018-11-19;ARS Alentejo;8813.0;4723.0;4090.0;2032.0
2018-11-20;ARS Alentejo;8881.0;4604.0;4277.0;2009.0
2018-11-21;ARS Lisboa e Vale do Tejo;31820.0;12750.0;19070.0;4886.0
2018-11-22;ARS Norte;51465.0;24706.0;26759.0;9013.0
2018-11-22;ARS Centro;22627.0;11554.0;11073.0;4872.0
2018-11-26;ARS Norte;63239.0;32975.0;30264.0;12059.0
2018-11-26;ARS Lisboa e Vale do Tejo;38538.0;16500.0;22038.0;6286.0
2018-11-28;ARS Alentejo;8018.0;4107.0;3911.0;1910.0
2018-11-29;ARS Centro;21471.0;10920.0;10551.0;4494.0
2018-12-04;ARS Algarve;5116.0;2383.0;2733.0;954.0
2018-12-05;ARS Centro;22840.0;12328.0;10512.0;5245.0
2018-12-05;ARS Lisboa e Vale do Tejo;34423.0;13969.0;20454.0;5364.0
2018-12-06;ARS Centro;21985.0;11538.0;10447.0;4889.0
2018-12-06;ARS Lisboa e Vale do Tejo;33944.0;13583.0;20361.0;5098.0
2018-12-07;ARS Lisboa e Vale do Tejo;28756.0;11921.0;16835.0;4516.0
2018-12-07;ARS Alentejo;6278.0;3344.0;2934.0;1411.0
2018-12-12;ARS Lisboa e Vale do Tejo;36129.0;14743.0;21386.0;5777.0
2018-12-13;ARS Centro;22333.0;11936.0;10397.0;4951.0
2018-12-13;ARS Alentejo;7260.0;3906.0;3354.0;1799.0
2018-12-13;ARS Algarve;4799.0;2246.0;2553.0;931.0
2018-12-16;ARS Alentejo;754.0;714.0;40.0;178.0
2018-12-18;ARS Centro;22744.0;12208.0;10536.0;5248.0
2018-12-20;ARS Lisboa e Vale do Tejo;31045.0;12763.0;18282.0;4749.0
2018-12-20;ARS Alentejo;6946.0;3447.0;3499.0;1456.0
2018-12-21;ARS Norte;37544.0;18713.0;18831.0;6526.0
2018-12-21;ARS Lisboa e Vale do Tejo;25186.0;10560.0;14626.0;3773.0
2018-12-22;ARS Centro;2412.0;2258.0;154.0;651.0
2018-12-23;ARS Centro;1951.0;1951.0;0.0;485.0
2018-12-23;ARS Alentejo;891.0;831.0;60.0;229.0
2018-12-25;ARS Centro;1246.0;1246.0;0.0;313.0
2018-12-26;ARS Centro;17870.0;11642.0;6228.0;4365.0
2018-12-26;ARS Lisboa e Vale do Tejo;25972.0;13739.0;12233.0;4578.0
2018-12-26;ARS Alentejo;5126.0;3243.0;1883.0;1296.0
2018-12-28;ARS Lisboa e Vale do Tejo;23597.0;11047.0;12550.0;3905.0
2018-12-28;ARS Algarve;3184.0;1762.0;1422.0;672.0
2018-12-29;ARS Norte;3330.0;3217.0;113.0;701.0
2018-12-30;ARS Lisboa e Vale do Tejo;1698.0;1698.0;0.0;423.0
2018-12-30;ARS Alentejo;852.0;793.0;59.0;257.0
2018-12-30;ARS Algarve;363.0;340.0;23.0;81.0
2018-12-31;ARS Algarve;356.0;255.0;101.0;89.0
2019-01-02;ARS Lisboa e Vale do Tejo;36535.0;18348.0;18187.0;7067.0
2019-01-02;ARS Alentejo;7210.0;4638.0;2572.0;2081.0
2019-01-03;ARS Lisboa e Vale do Tejo;37332.0;16922.0;20410.0;6745.0
2019-01-04;ARS Centro;20999.0;12921.0;8078.0;5435.0
2019-01-05;ARS Norte;3149.0;3053.0;96.0;608.0
2019-01-05;ARS Alentejo;1035.0;956.0;79.0;322.0
2019-01-08;ARS Norte;61301.0;32292.0;29009.0;12220.0
2019-01-08;ARS Lisboa e Vale do Tejo;38822.0;16558.0;22264.0;6499.0
2019-01-11;ARS Alentejo;6946.0;3915.0;3031.0;1747.0
2019-01-12;ARS Algarve;389.0;357.0;32.0;84.0
2019-01-13;ARS Algarve;330.0;325.0;5.0;72.0
2019-01-15;ARS Centro;26987.0;14724.0;12263.0;6078.0
2019-01-15;ARS Algarve;5092.0;2459.0;2633.0;1044.0
2019-01-16;ARS Norte;52606.0;27019.0;25587.0;9625.0
2019-01-17;ARS Centro;21687.0;12059.0;9628.0;4960.0
2019-01-18;ARS Norte;40281.0;21654.0;18627.0;7381.0
2019-01-19;ARS Alentejo;1105.0;1055.0;50.0;297.0
2019-01-20;ARS Lisboa e Vale do Tejo;1990.0;1990.0;0.0;434.0
2019-01-20;ARS Alentejo;922.0;889.0;33.0;222.0
2019-01-22;ARS Centro;26646.0;14467.0;12179.0;5746.0
2019-01-24;ARS Centro;24456.0;13259.0;11197.0;5252.0
2019-01-25;ARS Lisboa e Vale do Tejo;29652.0;12994.0;16658.0;4542.0
2019-01-28;ARS Norte;63217.0;34120.0;29097.0;11853.0
2019-01-28;ARS Algarve;5872.0;2949.0;2923.0;1176.0
2019-01-29;ARS Alentejo;8784.0;4656.0;4128.0;1967.0
2019-02-01;ARS Centro;17837.0;10176.0;7661.0;3769.0
2019-02-01;ARS Lisboa e Vale do Tejo;28633.0;12562.0;16071.0;4263.0
2019-02-02;ARS Lisboa e Vale do Tejo;2723.0;2678.0;45.0;642.0
2019-02-02;ARS Alentejo;1027.0;965.0;62.0;270.0
2019-02-03;ARS Algarve;353.0;310.0;43.0;63.0
2019-02-05;ARS Lisboa e Vale do Tejo;38481.0;16368.0;22113.0;6055.0
2019-02-06;ARS Norte;54216.0;27732.0;26484.0;9790.0
2019-02-06;ARS Algarve;5254.0;2448.0;2806.0;961.0
2019-02-10;ARS Centro;2341.0;2334.0;7.0;589.0
2019-02-10;ARS Algarve;351.0;320.0;31.0;63.0
2019-02-11;ARS Lisboa e Vale do Tejo;41846.0;18668.0;23178.0;6880.0
2019-02-13;ARS Algarve;5222.0;2349.0;2873.0;984.0
2019-02-14;ARS Norte;50435.0;24860.0;25575.0;8970.0
2019-02-14;ARS Algarve;4300.0;1914.0;2386.0;783.0
2019-02-16;ARS Alentejo;1146.0;1066.0;80.0;307.0
2019-02-16;ARS Algarve;380.0;372.0;8.0;87.0
2019-02-17;ARS Centro;2201.0;2200.0;1.0;548.0
2019-02-17;ARS Algarve;375.0;272.0;103.0;63.0
2019-02-18;ARS Norte;66532.0;36016.0;30516.0;12947.0
2019-02-18;ARS Centro;29488.0;17005.0;12483.0;6927.0
2019-02-21;ARS Centro;21811.0;11500.0;10311.0;4743.0
2019-02-22;ARS Centro;18467.0;10581.0;7886.0;4365.0
2019-02-23;ARS Alentejo;1047.0;950.0;97.0;276.0
2019-02-24;ARS Centro;2079.0;2079.0;0.0;605.0
2019-02-24;ARS Algarve;313.0;234.0;79.0;44.0
2019-02-26;ARS Centro;25349.0;13367.0;11982.0;5604.0
2019-02-27;ARS Alentejo;7912.0;4237.0;3675.0;1877.0
2019-02-27;ARS Algarve;5023.0;2280.0;2743.0;918.0
2019-02-28;ARS Centro;22128.0;11722.0;10406.0;4799.0
2019-02-28;ARS Lisboa e Vale do Tejo;33798.0;13636.0;20162.0;5044.0
2019-02-28;ARS Alentejo;7527.0;3880.0;3647.0;1662.0
2019-03-01;ARS Algarve;4169.0;1971.0;2198.0;816.0
2019-03-02;ARS Centro;2327.0;2195.0;132.0;640.0
2019-03-05;ARS Alentejo;1066.0;934.0;132.0;279.0
2019-03-07;ARS Norte;51453.0;26631.0;24822.0;9779.0
2019-03-08;ARS Lisboa e Vale do Tejo;29682.0;12765.0;16917.0;4828.0
2019-03-08;ARS Alentejo;6502.0;3686.0;2816.0;1692.0
2019-03-09;ARS Centro;2310.0;2166.0;144.0;637.0
2019-03-09;ARS Algarve;364.0;321.0;43.0;75.0
2019-03-11;ARS Centro;27925.0;15919.0;12006.0;6881.0
2019-03-12;ARS Lisboa e Vale do Tejo;38619.0;16135.0;22484.0;6496.0
2019-03-14;ARS Lisboa e Vale do Tejo;34510.0;14052.0;20458.0;5441.0
2019-03-14;ARS Algarve;5072.0;2385.0;2687.0;966.0
2019-03-16;ARS Lisboa e Vale do Tejo;2141.0;2105.0;36.0;516.0
2019-03-18;ARS Norte;64778.0;33524.0;31254.0;12309.0
2019-03-21;ARS Centro;23462.0;12063.0;11399.0;5167.0
2019-03-21;ARS Algarve;4949.0;2217.0;2732.0;922.0
2019-03-22;ARS Norte;44182.0;21905.0;22277.0;7851.0
2019-03-23;ARS Centro;2073.0;1956.0;117.0;582.0
2019-03-23;ARS Alentejo;960.0;884.0;76.0;288.0
2019-03-24;ARS Alentejo;841.0;778.0;63.0;210.0
2019-03-25;ARS Lisboa e Vale do Tejo;40109.0;16893.0;23216.0;6480.0
2019-03-26;ARS Algarve;5446.0;2552.0;2894.0;993.0
2019-03-27;ARS Centro;23585.0;12020.0;11565.0;5148.0
2019-03-27;ARS Alentejo;7922.0;4060.0;3862.0;1794.0
