Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Med CSP (Não Programadas e >= 65)
2017-12-04;ARS Algarve;5180.0;2919.0;2261.0;1189.0
2017-12-05;ARS Centro;22939.0;13156.0;9783.0;5776.0
2017-12-08;ARS Centro;1791.0;1791.0;0.0;490.0
2017-12-08;ARS Algarve;243.0;242.0;1.0;58.0
2017-12-09;ARS Algarve;344.0;315.0;29.0;70.0
2017-12-10;ARS Centro;1726.0;1726.0;0.0;435.0
2017-12-10;ARS Lisboa e Vale do Tejo;1345.0;1345.0;0.0;280.0
2017-12-10;ARS Alentejo;780.0;752.0;28.0;199.0
2017-12-10;ARS Algarve;287.0;243.0;44.0;52.0
2017-12-12;ARS Algarve;4964.0;2574.0;2390.0;1071.0
2017-12-13;ARS Alentejo;8373.0;4504.0;3869.0;2224.0
2017-12-13;ARS Algarve;4557.0;2348.0;2209.0;995.0
2017-12-14;ARS Lisboa e Vale do Tejo;31578.0;12691.0;18887.0;5295.0
2017-12-16;ARS Norte;2940.0;2823.0;117.0;575.0
2017-12-16;ARS Centro;2088.0;1953.0;135.0;583.0
2017-12-18;ARS Norte;59770.0;32480.0;27290.0;12092.0
2017-12-18;ARS Lisboa e Vale do Tejo;35243.0;15229.0;20014.0;6228.0
2017-12-21;ARS Centro;20069.0;11054.0;9015.0;4549.0
2017-12-23;ARS Centro;2450.0;2359.0;91.0;661.0
2017-12-25;ARS Norte;2255.0;2255.0;0.0;369.0
2017-12-25;ARS Alentejo;768.0;736.0;32.0;216.0
2017-12-27;ARS Algarve;3814.0;2261.0;1553.0;862.0
2017-12-28;ARS Alentejo;6615.0;3810.0;2805.0;1603.0
2017-12-29;ARS Centro;15328.0;9799.0;5529.0;3672.0
2017-12-29;ARS Lisboa e Vale do Tejo;20743.0;9856.0;10887.0;3425.0
2018-01-01;ARS Algarve;156.0;156.0;0.0;23.0
2018-01-03;ARS Centro;26394.0;15705.0;10689.0;6795.0
2018-01-03;ARS Lisboa e Vale do Tejo;34446.0;15720.0;18726.0;6309.0
2018-01-04;ARS Algarve;4589.0;2514.0;2075.0;1118.0
2018-01-05;ARS Lisboa e Vale do Tejo;27834.0;12474.0;15360.0;4544.0
2018-01-05;ARS Algarve;4017.0;2090.0;1927.0;899.0
2018-01-06;ARS Norte;3801.0;3700.0;101.0;810.0
2018-01-06;ARS Centro;2713.0;2623.0;90.0;785.0
2018-01-07;ARS Norte;3233.0;3233.0;0.0;569.0
2018-01-08;ARS Centro;29243.0;17114.0;12129.0;7077.0
2018-01-08;ARS Alentejo;9645.0;5601.0;4044.0;2455.0
2018-01-09;ARS Alentejo;9154.0;4969.0;4185.0;2214.0
2018-01-10;ARS Lisboa e Vale do Tejo;33943.0;14388.0;19555.0;5675.0
2018-01-11;ARS Norte;54540.0;28680.0;25860.0;10732.0
2018-01-11;ARS Alentejo;8067.0;4301.0;3766.0;1930.0
2018-01-11;ARS Algarve;5128.0;2591.0;2537.0;1085.0
2018-01-12;ARS Lisboa e Vale do Tejo;28085.0;12497.0;15588.0;4765.0
2018-01-12;ARS Algarve;4261.0;2276.0;1985.0;924.0
2018-01-14;ARS Lisboa e Vale do Tejo;1904.0;1904.0;0.0;398.0
2018-01-15;ARS Algarve;5461.0;2957.0;2504.0;1103.0
2018-01-16;ARS Centro;26633.0;14669.0;11964.0;5948.0
2018-01-17;ARS Norte;52426.0;27358.0;25068.0;9768.0
2018-01-19;ARS Algarve;4007.0;2094.0;1913.0;842.0
2018-01-22;ARS Alentejo;9330.0;5339.0;3991.0;2237.0
2018-01-23;ARS Lisboa e Vale do Tejo;36273.0;15402.0;20871.0;5596.0
2018-01-26;ARS Lisboa e Vale do Tejo;27767.0;12419.0;15348.0;4414.0
2018-01-26;ARS Algarve;3937.0;2100.0;1837.0;850.0
2018-01-27;ARS Algarve;434.0;384.0;50.0;96.0
2018-01-29;ARS Centro;27838.0;16191.0;11647.0;6472.0
2018-01-29;ARS Algarve;5326.0;2773.0;2553.0;1039.0
2018-01-31;ARS Algarve;4675.0;2409.0;2266.0;875.0
2018-02-01;ARS Norte;51196.0;25546.0;25650.0;8639.0
2018-02-01;ARS Centro;23284.0;12780.0;10504.0;5017.0
2018-02-02;ARS Algarve;3922.0;2112.0;1810.0;807.0
2018-02-03;ARS Alentejo;983.0;902.0;81.0;252.0
2018-02-04;ARS Centro;2519.0;2519.0;0.0;626.0
2018-02-04;ARS Lisboa e Vale do Tejo;1933.0;1933.0;0.0;390.0
2018-02-04;ARS Alentejo;1074.0;1001.0;73.0;259.0
2018-02-07;ARS Algarve;4606.0;2297.0;2309.0;915.0
2018-02-08;ARS Lisboa e Vale do Tejo;31382.0;12371.0;19011.0;4471.0
2018-02-09;ARS Centro;18967.0;11146.0;7821.0;4527.0
2018-02-09;ARS Algarve;4019.0;1926.0;2093.0;751.0
2018-02-12;ARS Norte;56003.0;30406.0;25597.0;10959.0
2018-02-13;ARS Alentejo;1215.0;1154.0;61.0;345.0
2018-02-14;ARS Lisboa e Vale do Tejo;34871.0;15001.0;19870.0;5943.0
2018-02-15;ARS Centro;25492.0;14155.0;11337.0;5952.0
2018-02-17;ARS Lisboa e Vale do Tejo;2814.0;2788.0;26.0;683.0
2018-02-18;ARS Lisboa e Vale do Tejo;1771.0;1771.0;0.0;386.0
2018-02-20;ARS Norte;59838.0;29971.0;29867.0;10895.0
2018-02-23;ARS Lisboa e Vale do Tejo;26133.0;11096.0;15037.0;4216.0
2018-02-24;ARS Alentejo;1037.0;988.0;49.0;310.0
2018-02-25;ARS Centro;2075.0;2075.0;0.0;559.0
2018-02-26;ARS Centro;28243.0;15961.0;12282.0;6572.0
2018-02-26;ARS Alentejo;9137.0;5145.0;3992.0;2278.0
2018-02-27;ARS Centro;25826.0;13903.0;11923.0;5711.0
2018-02-27;ARS Algarve;5251.0;2459.0;2792.0;992.0
2018-02-28;ARS Norte;48470.0;23952.0;24518.0;8047.0
2018-03-01;ARS Algarve;3507.0;1792.0;1715.0;727.0
2018-03-04;ARS Norte;2651.0;2651.0;0.0;411.0
2018-03-04;ARS Algarve;344.0;250.0;94.0;49.0
2018-03-05;ARS Centro;26652.0;15096.0;11556.0;6156.0
2018-03-05;ARS Alentejo;8845.0;4912.0;3933.0;2197.0
2018-03-06;ARS Algarve;5432.0;2705.0;2727.0;1105.0
2018-03-07;ARS Algarve;4826.0;2431.0;2395.0;1011.0
2018-03-08;ARS Lisboa e Vale do Tejo;30092.0;11627.0;18465.0;4391.0
2018-03-10;ARS Norte;2936.0;2825.0;111.0;568.0
2018-03-11;ARS Norte;2478.0;2478.0;0.0;375.0
2018-03-13;ARS Algarve;5471.0;2686.0;2785.0;1053.0
2018-03-14;ARS Lisboa e Vale do Tejo;30569.0;11735.0;18834.0;4293.0
2018-03-14;ARS Algarve;4750.0;2327.0;2423.0;922.0
2018-03-15;ARS Norte;50355.0;24570.0;25785.0;8920.0
2018-03-15;ARS Centro;22567.0;11801.0;10766.0;4972.0
2018-03-15;ARS Alentejo;7678.0;3900.0;3778.0;1799.0
2018-03-16;ARS Norte;42536.0;22183.0;20353.0;7755.0
2018-03-16;ARS Lisboa e Vale do Tejo;24070.0;9441.0;14629.0;3516.0
2018-03-16;ARS Alentejo;6277.0;3228.0;3049.0;1393.0
2018-03-17;ARS Lisboa e Vale do Tejo;2075.0;2043.0;32.0;471.0
2018-03-17;ARS Alentejo;822.0;754.0;68.0;222.0
2018-03-17;ARS Algarve;310.0;281.0;29.0;50.0
2018-03-19;ARS Lisboa e Vale do Tejo;35329.0;14661.0;20668.0;5624.0
2018-03-19;ARS Alentejo;8495.0;4659.0;3836.0;2047.0
2018-03-19;ARS Algarve;5430.0;2786.0;2644.0;1074.0
2018-03-20;ARS Centro;24869.0;13230.0;11639.0;5688.0
2018-03-20;ARS Algarve;5090.0;2405.0;2685.0;1006.0
2018-03-21;ARS Norte;53263.0;26331.0;26932.0;9796.0
2018-03-21;ARS Centro;23304.0;12538.0;10766.0;5498.0
2018-03-23;ARS Lisboa e Vale do Tejo;25104.0;10230.0;14874.0;3830.0
2018-03-25;ARS Alentejo;707.0;663.0;44.0;170.0
2018-03-28;ARS Norte;47545.0;23206.0;24339.0;8358.0
2018-03-29;ARS Lisboa e Vale do Tejo;25922.0;9894.0;16028.0;3632.0
2018-03-29;ARS Alentejo;5877.0;3009.0;2868.0;1298.0
2018-03-30;ARS Alentejo;808.0;741.0;67.0;230.0
2018-04-02;ARS Lisboa e Vale do Tejo;31667.0;13782.0;17885.0;5319.0
2018-04-03;ARS Norte;55768.0;29784.0;25984.0;11174.0
2018-04-04;ARS Lisboa e Vale do Tejo;31319.0;12630.0;18689.0;5206.0
2018-04-05;ARS Alentejo;8081.0;4119.0;3962.0;1919.0
2018-04-06;ARS Lisboa e Vale do Tejo;25349.0;10412.0;14937.0;3914.0
2018-04-07;ARS Norte;2699.0;2585.0;114.0;581.0
2018-04-07;ARS Alentejo;843.0;749.0;94.0;264.0
2018-04-08;ARS Centro;1485.0;1485.0;0.0;411.0
2018-04-08;ARS Alentejo;803.0;719.0;84.0;212.0
2018-04-09;ARS Alentejo;8639.0;4720.0;3919.0;2188.0
2018-04-10;ARS Alentejo;8513.0;4328.0;4185.0;1914.0
2018-04-11;ARS Norte;54640.0;27557.0;27083.0;10418.0
2018-04-11;ARS Algarve;5028.0;2464.0;2564.0;1044.0
2018-04-12;ARS Alentejo;7431.0;3658.0;3773.0;1574.0
2018-04-16;ARS Centro;28175.0;16276.0;11899.0;6953.0
2018-04-16;ARS Algarve;5657.0;2741.0;2916.0;1163.0
2018-04-17;ARS Algarve;5435.0;2402.0;3033.0;1024.0
2018-04-18;ARS Norte;51346.0;25516.0;25830.0;9467.0
2018-04-18;ARS Alentejo;7901.0;4151.0;3750.0;1886.0
2018-04-20;ARS Centro;15423.0;9280.0;6143.0;3866.0
2018-04-20;ARS Algarve;3382.0;1681.0;1701.0;695.0
2018-04-22;ARS Lisboa e Vale do Tejo;1261.0;1261.0;0.0;290.0
2018-04-23;ARS Centro;27268.0;15917.0;11351.0;6971.0
2018-04-24;ARS Norte;55489.0;28518.0;26971.0;10913.0
2018-04-24;ARS Lisboa e Vale do Tejo;32602.0;12948.0;19654.0;5209.0
2018-04-24;ARS Algarve;5085.0;2421.0;2664.0;1017.0
2018-04-25;ARS Norte;2329.0;2329.0;0.0;461.0
2018-04-26;ARS Lisboa e Vale do Tejo;31008.0;12722.0;18286.0;5125.0
2018-04-26;ARS Alentejo;7915.0;4110.0;3805.0;1810.0
2018-04-27;ARS Norte;42046.0;22950.0;19096.0;8483.0
2018-04-27;ARS Algarve;3862.0;1912.0;1950.0;784.0
2018-04-29;ARS Lisboa e Vale do Tejo;1300.0;1300.0;0.0;287.0
2018-04-30;ARS Lisboa e Vale do Tejo;30563.0;13616.0;16947.0;5270.0
2018-05-01;ARS Lisboa e Vale do Tejo;1150.0;1150.0;0.0;242.0
2018-05-01;ARS Alentejo;834.0;755.0;79.0;200.0
2018-05-02;ARS Lisboa e Vale do Tejo;29957.0;12950.0;17007.0;5158.0
2018-05-02;ARS Algarve;4702.0;2415.0;2287.0;970.0
2018-05-03;ARS Norte;46701.0;24921.0;21780.0;9528.0
2018-05-03;ARS Centro;23441.0;13013.0;10428.0;5620.0
2018-05-03;ARS Lisboa e Vale do Tejo;26705.0;11015.0;15690.0;4344.0
2018-05-03;ARS Alentejo;7791.0;4116.0;3675.0;1839.0
2018-05-04;ARS Norte;46514.0;26258.0;20256.0;9681.0
2018-05-06;ARS Lisboa e Vale do Tejo;1237.0;1237.0;0.0;269.0
2018-05-07;ARS Lisboa e Vale do Tejo;38496.0;17012.0;21484.0;6917.0
2018-05-07;ARS Algarve;5485.0;2704.0;2781.0;1055.0
2018-05-09;ARS Lisboa e Vale do Tejo;18531.0;7701.0;10830.0;2924.0
2018-05-10;ARS Lisboa e Vale do Tejo;16758.0;7106.0;9652.0;2821.0
2018-05-10;ARS Alentejo;5918.0;3173.0;2745.0;1486.0
2018-05-10;ARS Algarve;2521.0;1186.0;1335.0;433.0
2018-05-11;ARS Centro;22053.0;14002.0;8051.0;5932.0
2018-05-13;ARS Lisboa e Vale do Tejo;1288.0;1288.0;0.0;238.0
2018-05-15;ARS Norte;63329.0;32752.0;30577.0;12448.0
2018-05-16;ARS Lisboa e Vale do Tejo;33174.0;13468.0;19706.0;5401.0
2018-05-16;ARS Alentejo;7978.0;4035.0;3943.0;1815.0
2018-05-16;ARS Algarve;5157.0;2423.0;2734.0;1018.0
2018-05-19;ARS Alentejo;882.0;817.0;65.0;216.0
2018-05-20;ARS Lisboa e Vale do Tejo;1340.0;1340.0;0.0;287.0
2018-05-21;ARS Centro;24957.0;14113.0;10844.0;5969.0
2018-05-22;ARS Lisboa e Vale do Tejo;34898.0;13837.0;21061.0;5545.0
2018-05-23;ARS Norte;53676.0;27170.0;26506.0;10094.0
2018-05-23;ARS Alentejo;7991.0;4256.0;3735.0;1981.0
2018-05-26;ARS Lisboa e Vale do Tejo;1812.0;1787.0;25.0;423.0
2018-05-26;ARS Algarve;325.0;300.0;25.0;69.0
2018-05-28;ARS Lisboa e Vale do Tejo;36088.0;15324.0;20764.0;5900.0
2018-05-29;ARS Centro;24262.0;13219.0;11043.0;5745.0
2018-05-30;ARS Algarve;4714.0;2098.0;2616.0;859.0
2018-05-31;ARS Centro;1701.0;1657.0;44.0;448.0
2018-06-02;ARS Norte;2406.0;2298.0;108.0;501.0
2018-06-02;ARS Centro;1956.0;1809.0;147.0;566.0
2018-06-02;ARS Lisboa e Vale do Tejo;1852.0;1842.0;10.0;385.0
2018-06-03;ARS Norte;2214.0;2214.0;0.0;386.0
2018-06-04;ARS Lisboa e Vale do Tejo;37324.0;16335.0;20989.0;6633.0
2018-06-04;ARS Algarve;5481.0;2824.0;2657.0;1152.0
2018-06-05;ARS Algarve;5211.0;2509.0;2702.0;1081.0
2018-06-07;ARS Norte;49476.0;24282.0;25194.0;8935.0
2018-06-08;ARS Centro;18057.0;10631.0;7426.0;4609.0
2018-06-08;ARS Alentejo;6113.0;3200.0;2913.0;1417.0
2018-06-09;ARS Lisboa e Vale do Tejo;1798.0;1762.0;36.0;422.0
2018-06-09;ARS Algarve;306.0;299.0;7.0;85.0
2018-06-10;ARS Norte;2095.0;2095.0;0.0;360.0
2018-06-11;ARS Centro;26981.0;15425.0;11556.0;6837.0
2018-06-14;ARS Algarve;4672.0;2054.0;2618.0;833.0
2018-06-15;ARS Norte;35531.0;18086.0;17445.0;6553.0
2018-06-15;ARS Alentejo;5201.0;2694.0;2507.0;1209.0
2018-06-16;ARS Norte;2636.0;2526.0;110.0;522.0
2018-06-16;ARS Algarve;320.0;284.0;36.0;57.0
2018-06-17;ARS Centro;1714.0;1714.0;0.0;459.0
2018-06-18;ARS Lisboa e Vale do Tejo;36170.0;15233.0;20937.0;6074.0
2018-06-19;ARS Algarve;5140.0;2311.0;2829.0;902.0
2018-06-21;ARS Lisboa e Vale do Tejo;30199.0;11632.0;18567.0;4620.0
2018-06-21;ARS Algarve;4832.0;2085.0;2747.0;853.0
2018-06-22;ARS Alentejo;5852.0;2981.0;2871.0;1311.0
2018-06-24;ARS Alentejo;803.0;724.0;79.0;198.0
2018-06-24;ARS Algarve;274.0;251.0;23.0;48.0
2018-06-27;ARS Norte;48992.0;25066.0;23926.0;9426.0
2018-06-27;ARS Lisboa e Vale do Tejo;30774.0;12340.0;18434.0;4981.0
2018-06-29;ARS Algarve;3547.0;1544.0;2003.0;632.0
2018-06-30;ARS Lisboa e Vale do Tejo;1854.0;1834.0;20.0;468.0
2018-07-02;ARS Norte;59429.0;33071.0;26358.0;12483.0
2018-07-02;ARS Centro;25141.0;14920.0;10221.0;6401.0
2018-07-02;ARS Alentejo;7775.0;4527.0;3248.0;2090.0
2018-07-03;ARS Lisboa e Vale do Tejo;31655.0;13023.0;18632.0;5269.0
2018-07-04;ARS Norte;49619.0;25607.0;24012.0;9764.0
2018-07-04;ARS Lisboa e Vale do Tejo;29581.0;11975.0;17606.0;4926.0
2018-07-05;ARS Norte;47769.0;23765.0;24004.0;8726.0
2018-07-07;ARS Lisboa e Vale do Tejo;1765.0;1748.0;17.0;447.0
2018-07-09;ARS Alentejo;7781.0;4365.0;3416.0;2026.0
2018-07-10;ARS Algarve;4904.0;2277.0;2627.0;971.0
2018-07-12;ARS Lisboa e Vale do Tejo;29432.0;11473.0;17959.0;4743.0
2018-07-13;ARS Norte;41123.0;21169.0;19954.0;7809.0
2018-07-13;ARS Lisboa e Vale do Tejo;24671.0;10233.0;14438.0;4042.0
2018-07-14;ARS Algarve;307.0;267.0;40.0;67.0
2018-07-17;ARS Norte;52113.0;26559.0;25554.0;10200.0
2018-07-17;ARS Algarve;4860.0;2358.0;2502.0;974.0
2018-07-18;ARS Norte;49060.0;24924.0;24136.0;9429.0
2018-07-19;ARS Algarve;4210.0;1954.0;2256.0;846.0
2018-07-20;ARS Centro;16569.0;9796.0;6773.0;4274.0
2018-07-21;ARS Alentejo;784.0;716.0;68.0;207.0
2018-07-21;ARS Algarve;383.0;347.0;36.0;84.0
2018-07-24;ARS Centro;21139.0;11689.0;9450.0;5145.0
2018-07-24;ARS Lisboa e Vale do Tejo;29801.0;12373.0;17428.0;5018.0
2018-07-24;ARS Alentejo;7247.0;3838.0;3409.0;1823.0
2018-07-25;ARS Norte;45814.0;23446.0;22368.0;8868.0
2018-07-26;ARS Alentejo;6476.0;3516.0;2960.0;1573.0
2018-07-31;ARS Lisboa e Vale do Tejo;28957.0;12088.0;16869.0;4891.0
2018-08-02;ARS Lisboa e Vale do Tejo;25588.0;10009.0;15579.0;3905.0
2018-08-02;ARS Algarve;3934.0;1821.0;2113.0;760.0
2018-08-04;ARS Lisboa e Vale do Tejo;1658.0;1637.0;21.0;393.0
2018-08-06;ARS Centro;21964.0;13373.0;8591.0;5613.0
2018-08-07;ARS Alentejo;7112.0;3985.0;3127.0;1794.0
2018-08-08;ARS Lisboa e Vale do Tejo;26818.0;11099.0;15719.0;4341.0
2018-08-10;ARS Algarve;3508.0;1730.0;1778.0;642.0
2018-08-12;ARS Norte;2298.0;2298.0;0.0;424.0
2018-08-13;ARS Alentejo;7114.0;4241.0;2873.0;1897.0
2018-08-14;ARS Alentejo;6802.0;3850.0;2952.0;1809.0
2018-08-15;ARS Centro;1759.0;1759.0;0.0;442.0
2018-08-15;ARS Alentejo;850.0;788.0;62.0;243.0
2018-08-17;ARS Lisboa e Vale do Tejo;20221.0;8995.0;11226.0;3627.0
2018-08-18;ARS Centro;2288.0;2169.0;119.0;618.0
2018-08-18;ARS Alentejo;862.0;805.0;57.0;260.0
2018-08-20;ARS Alentejo;7523.0;4374.0;3149.0;2009.0
2018-08-21;ARS Centro;20271.0;11566.0;8705.0;5114.0
2018-08-21;ARS Lisboa e Vale do Tejo;27306.0;11668.0;15638.0;4783.0
2018-08-22;ARS Centro;19961.0;11469.0;8492.0;5055.0
2018-08-22;ARS Lisboa e Vale do Tejo;25897.0;10916.0;14981.0;4409.0
2018-08-24;ARS Norte;35491.0;19537.0;15954.0;7078.0
2018-08-26;ARS Centro;1766.0;1766.0;0.0;501.0
2018-08-27;ARS Alentejo;7308.0;4016.0;3292.0;1868.0
2018-08-30;ARS Alentejo;6354.0;3409.0;2945.0;1579.0
2018-08-31;ARS Lisboa e Vale do Tejo;21694.0;9149.0;12545.0;3337.0
2018-09-01;ARS Lisboa e Vale do Tejo;1735.0;1720.0;15.0;421.0
2018-09-02;ARS Lisboa e Vale do Tejo;1141.0;1141.0;0.0;261.0
2018-09-02;ARS Algarve;269.0;267.0;2.0;66.0
2018-09-03;ARS Centro;22871.0;13996.0;8875.0;6134.0
2018-09-04;ARS Norte;51970.0;28037.0;23933.0;10874.0
2018-09-05;ARS Norte;46268.0;24729.0;21539.0;9429.0
2018-09-06;ARS Norte;45274.0;23452.0;21822.0;8911.0
2018-09-06;ARS Lisboa e Vale do Tejo;26780.0;11181.0;15599.0;4511.0
2018-09-07;ARS Norte;38054.0;20734.0;17320.0;7508.0
2018-09-09;ARS Norte;1987.0;1987.0;0.0;363.0
2018-09-10;ARS Lisboa e Vale do Tejo;32704.0;14385.0;18319.0;5750.0
2018-09-12;ARS Alentejo;7357.0;4149.0;3208.0;2066.0
2018-09-13;ARS Norte;47783.0;24100.0;23683.0;9051.0
2018-09-13;ARS Lisboa e Vale do Tejo;28629.0;11534.0;17095.0;4595.0
2018-09-14;ARS Lisboa e Vale do Tejo;24192.0;10230.0;13962.0;4064.0
2018-09-15;ARS Norte;2388.0;2287.0;101.0;560.0
2018-09-15;ARS Lisboa e Vale do Tejo;1763.0;1746.0;17.0;424.0
2018-09-16;ARS Algarve;281.0;226.0;55.0;45.0
2018-09-17;ARS Alentejo;7770.0;4398.0;3372.0;1971.0
2018-09-18;ARS Alentejo;8316.0;4502.0;3814.0;2188.0
2018-09-19;ARS Centro;22445.0;12651.0;9794.0;5643.0
2018-09-19;ARS Alentejo;7460.0;4035.0;3425.0;1905.0
2018-09-19;ARS Algarve;4632.0;2262.0;2370.0;996.0
2018-09-20;ARS Centro;19827.0;11338.0;8489.0;4991.0
2018-09-21;ARS Centro;13977.0;8445.0;5532.0;3573.0
2018-09-21;ARS Lisboa e Vale do Tejo;24020.0;10113.0;13907.0;3958.0
2018-09-22;ARS Lisboa e Vale do Tejo;1907.0;1876.0;31.0;434.0
2018-09-22;ARS Alentejo;915.0;844.0;71.0;253.0
2018-09-24;ARS Lisboa e Vale do Tejo;35293.0;14997.0;20296.0;5865.0
2018-09-26;ARS Centro;23161.0;12629.0;10532.0;5449.0
2018-09-28;ARS Centro;17824.0;10165.0;7659.0;4205.0
2018-09-29;ARS Lisboa e Vale do Tejo;1991.0;1969.0;22.0;383.0
2018-10-02;ARS Norte;53792.0;28891.0;24901.0;10902.0
2018-10-04;ARS Norte;45951.0;23502.0;22449.0;8606.0
2018-10-04;ARS Alentejo;6703.0;3565.0;3138.0;1563.0
2018-10-06;ARS Algarve;333.0;330.0;3.0;72.0
2018-10-07;ARS Alentejo;741.0;719.0;22.0;182.0
2018-10-07;ARS Algarve;210.0;207.0;3.0;48.0
2018-10-08;ARS Lisboa e Vale do Tejo;37076.0;16738.0;20338.0;6865.0
2018-10-09;ARS Alentejo;8354.0;4692.0;3662.0;2031.0
2018-10-10;ARS Lisboa e Vale do Tejo;31745.0;13366.0;18379.0;5437.0
2018-10-11;ARS Algarve;4945.0;2308.0;2637.0;974.0
2018-10-13;ARS Norte;2633.0;2515.0;118.0;483.0
2018-10-13;ARS Centro;2053.0;1910.0;143.0;535.0
2018-10-14;ARS Lisboa e Vale do Tejo;1263.0;1263.0;0.0;262.0
2018-10-14;ARS Alentejo;716.0;674.0;42.0;169.0
2018-10-16;ARS Centro;25461.0;13668.0;11793.0;5929.0
2018-10-16;ARS Lisboa e Vale do Tejo;35446.0;14940.0;20506.0;5943.0
2018-10-17;ARS Norte;55709.0;28242.0;27467.0;10377.0
2018-10-17;ARS Alentejo;8560.0;4655.0;3905.0;2152.0
2018-10-18;ARS Norte;54660.0;27478.0;27182.0;10188.0
2018-10-19;ARS Lisboa e Vale do Tejo;26180.0;11168.0;15012.0;4259.0
2018-10-21;ARS Norte;2387.0;2387.0;0.0;419.0
2018-10-22;ARS Algarve;5809.0;2884.0;2925.0;1143.0
2018-10-23;ARS Lisboa e Vale do Tejo;35120.0;14403.0;20717.0;5612.0
2018-10-24;ARS Algarve;5058.0;2421.0;2637.0;951.0
2018-10-26;ARS Norte;29566.0;15129.0;14437.0;5369.0
2018-10-26;ARS Alentejo;4371.0;2414.0;1957.0;1078.0
2018-10-27;ARS Norte;2556.0;2444.0;112.0;474.0
2018-10-28;ARS Centro;1624.0;1624.0;0.0;374.0
2018-10-30;ARS Norte;56640.0;28237.0;28403.0;10299.0
2018-10-30;ARS Algarve;5324.0;2311.0;3013.0;947.0
2018-10-31;ARS Alentejo;7446.0;3634.0;3812.0;1609.0
2018-11-01;ARS Norte;1929.0;1929.0;0.0;334.0
2018-11-01;ARS Alentejo;716.0;636.0;80.0;193.0
2018-11-02;ARS Centro;15162.0;9664.0;5498.0;3690.0
2018-11-02;ARS Lisboa e Vale do Tejo;23390.0;11247.0;12143.0;4090.0
2018-11-03;ARS Algarve;338.0;303.0;35.0;58.0
2018-11-06;ARS Centro;24812.0;13691.0;11121.0;5946.0
2018-11-07;ARS Lisboa e Vale do Tejo;35248.0;14652.0;20596.0;5858.0
2018-11-08;ARS Lisboa e Vale do Tejo;32480.0;13312.0;19168.0;5241.0
2018-11-08;ARS Alentejo;7946.0;4172.0;3774.0;1848.0
2018-11-10;ARS Norte;2528.0;2415.0;113.0;473.0
2018-11-10;ARS Centro;2082.0;1946.0;136.0;579.0
2018-11-11;ARS Lisboa e Vale do Tejo;1165.0;1165.0;0.0;216.0
2018-11-11;ARS Algarve;272.0;270.0;2.0;43.0
2018-11-14;ARS Lisboa e Vale do Tejo;32459.0;13095.0;19364.0;5085.0
2018-11-15;ARS Centro;23341.0;12177.0;11164.0;5191.0
2018-11-16;ARS Centro;18342.0;10394.0;7948.0;4254.0
2018-11-16;ARS Alentejo;6459.0;3408.0;3051.0;1503.0
2018-11-17;ARS Norte;2776.0;2653.0;123.0;523.0
2018-11-17;ARS Alentejo;819.0;742.0;77.0;235.0
2018-11-19;ARS Norte;64476.0;33992.0;30484.0;12565.0
2018-11-20;ARS Centro;25207.0;13281.0;11926.0;5696.0
2018-11-21;ARS Norte;53779.0;26324.0;27455.0;9788.0
2018-11-23;ARS Alentejo;6351.0;3343.0;3008.0;1455.0
2018-11-23;ARS Algarve;3688.0;1783.0;1905.0;747.0
2018-11-25;ARS Norte;2177.0;2177.0;0.0;345.0
2018-11-27;ARS Algarve;5336.0;2469.0;2867.0;973.0
2018-11-29;ARS Lisboa e Vale do Tejo;29854.0;11704.0;18150.0;4192.0
2018-12-01;ARS Norte;2324.0;2260.0;64.0;439.0
2018-12-01;ARS Centro;1650.0;1650.0;0.0;452.0
2018-12-01;ARS Alentejo;791.0;728.0;63.0;249.0
2018-12-02;ARS Alentejo;714.0;674.0;40.0;159.0
2018-12-03;ARS Centro;25889.0;14788.0;11101.0;6115.0
2018-12-03;ARS Alentejo;8226.0;4482.0;3744.0;1954.0
2018-12-04;ARS Centro;24983.0;13386.0;11597.0;5728.0
2018-12-04;ARS Lisboa e Vale do Tejo;36767.0;15037.0;21730.0;5890.0
2018-12-06;ARS Alentejo;7479.0;3839.0;3640.0;1691.0
2018-12-06;ARS Algarve;4682.0;2201.0;2481.0;871.0
2018-12-07;ARS Norte;41898.0;21697.0;20201.0;7693.0
2018-12-07;ARS Algarve;3883.0;1860.0;2023.0;813.0
2018-12-09;ARS Lisboa e Vale do Tejo;1516.0;1516.0;0.0;275.0
2018-12-09;ARS Alentejo;787.0;734.0;53.0;206.0
2018-12-10;ARS Alentejo;8871.0;4924.0;3947.0;2215.0
2018-12-11;ARS Norte;55565.0;28440.0;27125.0;11079.0
2018-12-11;ARS Lisboa e Vale do Tejo;36511.0;15165.0;21346.0;5964.0
2018-12-11;ARS Alentejo;8533.0;4545.0;3988.0;2023.0
2018-12-13;ARS Norte;50316.0;24691.0;25625.0;9270.0
2018-12-14;ARS Alentejo;5954.0;3263.0;2691.0;1474.0
2018-12-15;ARS Alentejo;872.0;790.0;82.0;240.0
2018-12-15;ARS Algarve;294.0;220.0;74.0;61.0
2018-12-16;ARS Centro;1775.0;1775.0;0.0;451.0
2018-12-18;ARS Lisboa e Vale do Tejo;34695.0;14113.0;20582.0;5473.0
2018-12-18;ARS Alentejo;8375.0;4222.0;4153.0;1869.0
